0 GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME | TO | M_GOBLIN_SPIDERPIT_VENOMSACK_SCIENCE_UPGRADE_BUILDTIME
5418 GOOD_TROOP_HP_ADD_LVL5 | TO | M_GOOD_TROOP_HP_ADD_LVL5
5419 GOOD_TROOP_HP_ADD_LVL4 | TO | M_GOOD_TROOP_HP_ADD_LVL4
5420 GOOD_TROOP_HP_ADD_LVL3 | TO | M_GOOD_TROOP_HP_ADD_LVL3
5421 GOOD_TROOP_HP_ADD_LVL2 | TO | M_GOOD_TROOP_HP_ADD_LVL2
5422 SPELLBOOK_TAINT_RADIUS | TO | M_SPELLBOOK_TAINT_RADIUS
5423 INDUSTRY_EFFECT_RADIUS | TO | M_INDUSTRY_EFFECT_RADIUS
5424 SHROUD_CLEAR_ARTILLERY | TO | M_SHROUD_CLEAR_ARTILLERY
5425 SENTRY_TOWER_BUILDTIME | TO | M_SENTRY_TOWER_BUILDTIME
5426 CAH_HEROICCHARGE_COST | TO | M_CAH_HEROICCHARGE_COST
5427 CAH_CURSE_LEVEL3_COST | TO | M_CAH_CURSE_LEVEL3_COST
5428 CAH_CURSE_LEVEL2_COST | TO | M_CAH_CURSE_LEVEL2_COST
5429 CAH_CURSE_LEVEL1_COST | TO | M_CAH_CURSE_LEVEL1_COST
5430 ELVEN_FORGE_FIRE_FUEL | TO | M_ELVEN_FORGE_FIRE_FUEL
5431 MEN_STATUE_FIRE_DECAY | TO | M_MEN_STATUE_FIRE_DECAY
5432 MEN_STABLE_FIRE_DECAY | TO | M_MEN_STABLE_FIRE_DECAY
5433 SPELL_SUNFLARE_DAMAGE | TO | M_SPELL_SUNFLARE_DAMAGE
5434 RESOURCE_THREAT_LEVEL | TO | M_RESOURCE_THREAT_LEVEL
5435 FORTRESS_THREAT_LEVEL | TO | M_FORTRESS_THREAT_LEVEL
5436 DENETHOR_THREAT_LEVEL | TO | M_DENETHOR_THREAT_LEVEL
5437 ROHIRRIM_CRUSH_DAMAGE | TO | M_ROHIRRIM_CRUSH_DAMAGE
5438 GOOD_RIDER_HORDE_SIZE | TO | M_GOOD_RIDER_HORDE_SIZE
5439 EVIL_RIDER_HORDE_SIZE | TO | M_EVIL_RIDER_HORDE_SIZE
5440 GOLLUM_FIRINGDURATION | TO | M_GOLLUM_FIRINGDURATION
5441 GOLLUM_PREATTACKDELAY | TO | M_GOLLUM_PREATTACKDELAY
5442 WYRM_APPEAR_SH_RADIUS | TO | M_WYRM_APPEAR_SH_RADIUS
5443 BALROG_DAMAGE_DISPLAY | TO | M_BALROG_DAMAGE_DISPLAY
5444 EAGLE_FLY_INTO_DAMAGE | TO | M_EAGLE_FLY_INTO_DAMAGE
5445 AZOG_LVL10_EXP_NEEDED | TO | M_AZOG_LVL10_EXP_NEEDED
5446 BABYDRAKE_FLAME_DELAY | TO | M_BABYDRAKE_FLAME_DELAY
5447 BABYDRAKE_FLAME_SPEED | TO | M_BABYDRAKE_FLAME_SPEED
5448 BABYDRAKE_FLAME_RANGE | TO | M_BABYDRAKE_FLAME_RANGE
5449 FIREDRAKE_FLAME_DELAY | TO | M_FIREDRAKE_FLAME_DELAY
5450 FIREDRAKE_FLAME_SPEED | TO | M_FIREDRAKE_FLAME_SPEED
5451 FIREDRAKE_FLAME_RANGE | TO | M_FIREDRAKE_FLAME_RANGE
5452 ELROND_LVL9_EXP_AWARD | TO | M_ELROND_LVL9_EXP_AWARD
5453 ELROND_LVL8_EXP_AWARD | TO | M_ELROND_LVL8_EXP_AWARD
5454 ELROND_LVL7_EXP_AWARD | TO | M_ELROND_LVL7_EXP_AWARD
5455 ELROND_LVL6_EXP_AWARD | TO | M_ELROND_LVL6_EXP_AWARD
5456 ELROND_LVL5_EXP_AWARD | TO | M_ELROND_LVL5_EXP_AWARD
5457 ELROND_LVL4_EXP_AWARD | TO | M_ELROND_LVL4_EXP_AWARD
5458 ELROND_LVL3_EXP_AWARD | TO | M_ELROND_LVL3_EXP_AWARD
5459 ELROND_LVL2_EXP_AWARD | TO | M_ELROND_LVL2_EXP_AWARD
5460 ELROND_LVL1_EXP_AWARD | TO | M_ELROND_LVL1_EXP_AWARD
5461 ELROND_FIRINGDURATION | TO | M_ELROND_FIRINGDURATION
5462 ELROND_PREATTACKDELAY | TO | M_ELROND_PREATTACKDELAY
5463 KARSH_LVL9_EXP_NEEDED | TO | M_KARSH_LVL9_EXP_NEEDED
5464 KARSH_LVL8_EXP_NEEDED | TO | M_KARSH_LVL8_EXP_NEEDED
5465 KARSH_LVL7_EXP_NEEDED | TO | M_KARSH_LVL7_EXP_NEEDED
5466 KARSH_LVL6_EXP_NEEDED | TO | M_KARSH_LVL6_EXP_NEEDED
5467 KARSH_LVL5_EXP_NEEDED | TO | M_KARSH_LVL5_EXP_NEEDED
5468 KARSH_LVL4_EXP_NEEDED | TO | M_KARSH_LVL4_EXP_NEEDED
5469 KARSH_LVL3_EXP_NEEDED | TO | M_KARSH_LVL3_EXP_NEEDED
5470 KARSH_LVL2_EXP_NEEDED | TO | M_KARSH_LVL2_EXP_NEEDED
5471 KARSH_LVL10_EXP_AWARD | TO | M_KARSH_LVL10_EXP_AWARD
5472 ROGASH_FIRINGDURATION | TO | M_ROGASH_FIRINGDURATION
5473 ROGASH_PREATTACKDELAY | TO | M_ROGASH_PREATTACKDELAY
5474 ROGASH_LVL9_EXP_AWARD | TO | M_ROGASH_LVL9_EXP_AWARD
5475 ROGASH_LVL8_EXP_AWARD | TO | M_ROGASH_LVL8_EXP_AWARD
5476 ROGASH_LVL7_EXP_AWARD | TO | M_ROGASH_LVL7_EXP_AWARD
5477 ROGASH_LVL6_EXP_AWARD | TO | M_ROGASH_LVL6_EXP_AWARD
5478 ROGASH_LVL5_EXP_AWARD | TO | M_ROGASH_LVL5_EXP_AWARD
5479 ROGASH_LVL4_EXP_AWARD | TO | M_ROGASH_LVL4_EXP_AWARD
5480 ROGASH_LVL3_EXP_AWARD | TO | M_ROGASH_LVL3_EXP_AWARD
5481 ROGASH_LVL2_EXP_AWARD | TO | M_ROGASH_LVL2_EXP_AWARD
5482 ROGASH_LVL1_EXP_AWARD | TO | M_ROGASH_LVL1_EXP_AWARD
5483 WITCHKING_MACE_DAMAGE | TO | M_WITCHKING_MACE_DAMAGE
5484 NAZGUL_LVL9_EXP_AWARD | TO | M_NAZGUL_LVL9_EXP_AWARD
5485 NAZGUL_LVL8_EXP_AWARD | TO | M_NAZGUL_LVL8_EXP_AWARD
5486 NAZGUL_LVL7_EXP_AWARD | TO | M_NAZGUL_LVL7_EXP_AWARD
5487 NAZGUL_LVL6_EXP_AWARD | TO | M_NAZGUL_LVL6_EXP_AWARD
5488 NAZGUL_LVL5_EXP_AWARD | TO | M_NAZGUL_LVL5_EXP_AWARD
5489 NAZGUL_LVL4_EXP_AWARD | TO | M_NAZGUL_LVL4_EXP_AWARD
5490 NAZGUL_LVL3_EXP_AWARD | TO | M_NAZGUL_LVL3_EXP_AWARD
5491 NAZGUL_LVL2_EXP_AWARD | TO | M_NAZGUL_LVL2_EXP_AWARD
5492 NAZGUL_LVL1_EXP_AWARD | TO | M_NAZGUL_LVL1_EXP_AWARD
5493 SHARKU_FIRINGDURATION | TO | M_SHARKU_FIRINGDURATION
5494 SHARKU_PREATTACKDELAY | TO | M_SHARKU_PREATTACKDELAY
5495 SHARKU_LVL9_EXP_AWARD | TO | M_SHARKU_LVL9_EXP_AWARD
5496 SHARKU_LVL8_EXP_AWARD | TO | M_SHARKU_LVL8_EXP_AWARD
5497 SHARKU_LVL7_EXP_AWARD | TO | M_SHARKU_LVL7_EXP_AWARD
5498 SHARKU_LVL6_EXP_AWARD | TO | M_SHARKU_LVL6_EXP_AWARD
5499 SHARKU_LVL5_EXP_AWARD | TO | M_SHARKU_LVL5_EXP_AWARD
5500 SHARKU_LVL4_EXP_AWARD | TO | M_SHARKU_LVL4_EXP_AWARD
5501 SHARKU_LVL3_EXP_AWARD | TO | M_SHARKU_LVL3_EXP_AWARD
5502 SHARKU_LVL2_EXP_AWARD | TO | M_SHARKU_LVL2_EXP_AWARD
5503 SHARKU_LVL1_EXP_AWARD | TO | M_SHARKU_LVL1_EXP_AWARD
5504 LURTZ_BOW_STUN_DAMAGE | TO | M_LURTZ_BOW_STUN_DAMAGE
5505 LURTZ_LVL9_EXP_NEEDED | TO | M_LURTZ_LVL9_EXP_NEEDED
5506 LURTZ_LVL8_EXP_NEEDED | TO | M_LURTZ_LVL8_EXP_NEEDED
5507 LURTZ_LVL7_EXP_NEEDED | TO | M_LURTZ_LVL7_EXP_NEEDED
5508 LURTZ_LVL6_EXP_NEEDED | TO | M_LURTZ_LVL6_EXP_NEEDED
5509 LURTZ_LVL5_EXP_NEEDED | TO | M_LURTZ_LVL5_EXP_NEEDED
5510 LURTZ_LVL4_EXP_NEEDED | TO | M_LURTZ_LVL4_EXP_NEEDED
5511 LURTZ_LVL3_EXP_NEEDED | TO | M_LURTZ_LVL3_EXP_NEEDED
5512 LURTZ_LVL2_EXP_NEEDED | TO | M_LURTZ_LVL2_EXP_NEEDED
5513 LURTZ_LVL10_EXP_AWARD | TO | M_LURTZ_LVL10_EXP_AWARD
5514 DAMROD_LVL9_EXP_AWARD | TO | M_DAMROD_LVL9_EXP_AWARD
5515 DAMROD_LVL8_EXP_AWARD | TO | M_DAMROD_LVL8_EXP_AWARD
5516 DAMROD_LVL7_EXP_AWARD | TO | M_DAMROD_LVL7_EXP_AWARD
5517 DAMROD_LVL6_EXP_AWARD | TO | M_DAMROD_LVL6_EXP_AWARD
5518 DAMROD_LVL5_EXP_AWARD | TO | M_DAMROD_LVL5_EXP_AWARD
5519 DAMROD_LVL4_EXP_AWARD | TO | M_DAMROD_LVL4_EXP_AWARD
5520 DAMROD_LVL3_EXP_AWARD | TO | M_DAMROD_LVL3_EXP_AWARD
5521 DAMROD_LVL2_EXP_AWARD | TO | M_DAMROD_LVL2_EXP_AWARD
5522 DAMROD_LVL1_EXP_AWARD | TO | M_DAMROD_LVL1_EXP_AWARD
5523 HOBBIT_LVL9_EXP_AWARD | TO | M_HOBBIT_LVL9_EXP_AWARD
5524 HOBBIT_LVL8_EXP_AWARD | TO | M_HOBBIT_LVL8_EXP_AWARD
5525 HOBBIT_LVL7_EXP_AWARD | TO | M_HOBBIT_LVL7_EXP_AWARD
5526 HOBBIT_LVL6_EXP_AWARD | TO | M_HOBBIT_LVL6_EXP_AWARD
5527 HOBBIT_LVL5_EXP_AWARD | TO | M_HOBBIT_LVL5_EXP_AWARD
5528 HOBBIT_LVL4_EXP_AWARD | TO | M_HOBBIT_LVL4_EXP_AWARD
5529 HOBBIT_LVL3_EXP_AWARD | TO | M_HOBBIT_LVL3_EXP_AWARD
5530 HOBBIT_LVL2_EXP_AWARD | TO | M_HOBBIT_LVL2_EXP_AWARD
5531 HOBBIT_LVL1_EXP_AWARD | TO | M_HOBBIT_LVL1_EXP_AWARD
5532 HOBBIT_HEALTH_DAMAGED | TO | M_HOBBIT_HEALTH_DAMAGED
5533 GANDALF_PHASER_DAMAGE | TO | M_GANDALF_PHASER_DAMAGE
5534 GLOIN_LVL9_EXP_NEEDED | TO | M_GLOIN_LVL9_EXP_NEEDED
5535 GLOIN_LVL8_EXP_NEEDED | TO | M_GLOIN_LVL8_EXP_NEEDED
5536 GLOIN_LVL7_EXP_NEEDED | TO | M_GLOIN_LVL7_EXP_NEEDED
5537 GLOIN_LVL6_EXP_NEEDED | TO | M_GLOIN_LVL6_EXP_NEEDED
5538 GLOIN_LVL5_EXP_NEEDED | TO | M_GLOIN_LVL5_EXP_NEEDED
5539 GLOIN_LVL4_EXP_NEEDED | TO | M_GLOIN_LVL4_EXP_NEEDED
5540 GLOIN_LVL3_EXP_NEEDED | TO | M_GLOIN_LVL3_EXP_NEEDED
5541 GLOIN_LVL2_EXP_NEEDED | TO | M_GLOIN_LVL2_EXP_NEEDED
5542 GLOIN_LVL10_EXP_AWARD | TO | M_GLOIN_LVL10_EXP_AWARD
5543 HALDIR_RELOADTIME_MAX | TO | M_HALDIR_RELOADTIME_MAX
5544 HALDIR_RELOADTIME_MIN | TO | M_HALDIR_RELOADTIME_MIN
5545 HALDIR_FIRINGDURATION | TO | M_HALDIR_FIRINGDURATION
5546 HALDIR_PREATTACKDELAY | TO | M_HALDIR_PREATTACKDELAY
5547 HALDIR_LVL9_EXP_AWARD | TO | M_HALDIR_LVL9_EXP_AWARD
5548 HALDIR_LVL8_EXP_AWARD | TO | M_HALDIR_LVL8_EXP_AWARD
5549 HALDIR_LVL7_EXP_AWARD | TO | M_HALDIR_LVL7_EXP_AWARD
5550 HALDIR_LVL6_EXP_AWARD | TO | M_HALDIR_LVL6_EXP_AWARD
5551 HALDIR_LVL5_EXP_AWARD | TO | M_HALDIR_LVL5_EXP_AWARD
5552 HALDIR_LVL4_EXP_AWARD | TO | M_HALDIR_LVL4_EXP_AWARD
5553 HALDIR_LVL3_EXP_AWARD | TO | M_HALDIR_LVL3_EXP_AWARD
5554 HALDIR_LVL2_EXP_AWARD | TO | M_HALDIR_LVL2_EXP_AWARD
5555 HALDIR_LVL1_EXP_AWARD | TO | M_HALDIR_LVL1_EXP_AWARD
5556 DAIN_LVL10_EXP_NEEDED | TO | M_DAIN_LVL10_EXP_NEEDED
5557 GIMLI_LVL9_EXP_NEEDED | TO | M_GIMLI_LVL9_EXP_NEEDED
5558 GIMLI_LVL8_EXP_NEEDED | TO | M_GIMLI_LVL8_EXP_NEEDED
5559 GIMLI_LVL7_EXP_NEEDED | TO | M_GIMLI_LVL7_EXP_NEEDED
5560 GIMLI_LVL6_EXP_NEEDED | TO | M_GIMLI_LVL6_EXP_NEEDED
5561 GIMLI_LVL5_EXP_NEEDED | TO | M_GIMLI_LVL5_EXP_NEEDED
5562 GIMLI_LVL4_EXP_NEEDED | TO | M_GIMLI_LVL4_EXP_NEEDED
5563 GIMLI_LVL3_EXP_NEEDED | TO | M_GIMLI_LVL3_EXP_NEEDED
5564 GIMLI_LVL2_EXP_NEEDED | TO | M_GIMLI_LVL2_EXP_NEEDED
5565 GIMLI_LVL10_EXP_AWARD | TO | M_GIMLI_LVL10_EXP_AWARD
5566 ELENDIL_OBJECT_FILTER | TO | M_ELENDIL_OBJECT_FILTER
5567 CAH_SPEAR_DAMAGE_LVL3 | TO | M_CAH_SPEAR_DAMAGE_LVL3
5568 CAH_SPEAR_DAMAGE_LVL2 | TO | M_CAH_SPEAR_DAMAGE_LVL2
5569 CAH_SPEAR_DAMAGE_LVL1 | TO | M_CAH_SPEAR_DAMAGE_LVL1
5570 EOMER_LVL9_EXP_NEEDED | TO | M_EOMER_LVL9_EXP_NEEDED
5571 EOMER_LVL8_EXP_NEEDED | TO | M_EOMER_LVL8_EXP_NEEDED
5572 EOMER_LVL7_EXP_NEEDED | TO | M_EOMER_LVL7_EXP_NEEDED
5573 EOMER_LVL6_EXP_NEEDED | TO | M_EOMER_LVL6_EXP_NEEDED
5574 EOMER_LVL5_EXP_NEEDED | TO | M_EOMER_LVL5_EXP_NEEDED
5575 EOMER_LVL4_EXP_NEEDED | TO | M_EOMER_LVL4_EXP_NEEDED
5576 EOMER_LVL3_EXP_NEEDED | TO | M_EOMER_LVL3_EXP_NEEDED
5577 EOMER_LVL2_EXP_NEEDED | TO | M_EOMER_LVL2_EXP_NEEDED
5578 EOMER_LVL10_EXP_AWARD | TO | M_EOMER_LVL10_EXP_AWARD
5579 ARWEN_LVL9_EXP_NEEDED | TO | M_ARWEN_LVL9_EXP_NEEDED
5580 ARWEN_LVL8_EXP_NEEDED | TO | M_ARWEN_LVL8_EXP_NEEDED
5581 ARWEN_LVL7_EXP_NEEDED | TO | M_ARWEN_LVL7_EXP_NEEDED
5582 ARWEN_LVL6_EXP_NEEDED | TO | M_ARWEN_LVL6_EXP_NEEDED
5583 ARWEN_LVL5_EXP_NEEDED | TO | M_ARWEN_LVL5_EXP_NEEDED
5584 ARWEN_LVL4_EXP_NEEDED | TO | M_ARWEN_LVL4_EXP_NEEDED
5585 ARWEN_LVL3_EXP_NEEDED | TO | M_ARWEN_LVL3_EXP_NEEDED
5586 ARWEN_LVL2_EXP_NEEDED | TO | M_ARWEN_LVL2_EXP_NEEDED
5587 ARWEN_LVL10_EXP_AWARD | TO | M_ARWEN_LVL10_EXP_AWARD
5588 EOWYN_LVL9_EXP_NEEDED | TO | M_EOWYN_LVL9_EXP_NEEDED
5589 EOWYN_LVL8_EXP_NEEDED | TO | M_EOWYN_LVL8_EXP_NEEDED
5590 EOWYN_LVL7_EXP_NEEDED | TO | M_EOWYN_LVL7_EXP_NEEDED
5591 EOWYN_LVL6_EXP_NEEDED | TO | M_EOWYN_LVL6_EXP_NEEDED
5592 EOWYN_LVL5_EXP_NEEDED | TO | M_EOWYN_LVL5_EXP_NEEDED
5593 EOWYN_LVL4_EXP_NEEDED | TO | M_EOWYN_LVL4_EXP_NEEDED
5594 EOWYN_LVL3_EXP_NEEDED | TO | M_EOWYN_LVL3_EXP_NEEDED
5595 EOWYN_LVL2_EXP_NEEDED | TO | M_EOWYN_LVL2_EXP_NEEDED
5596 EOWYN_LVL10_EXP_AWARD | TO | M_EOWYN_LVL10_EXP_AWARD
5597 GOBLIN_FIGHTER_HEALTH | TO | M_GOBLIN_FIGHTER_HEALTH
5598 GOBLIN_FIGHTER_DAMAGE | TO | M_GOBLIN_FIGHTER_DAMAGE
5599 WILD_PORTER_BUILDTIME | TO | M_WILD_PORTER_BUILDTIME
5600 WILD_PORTER_BUILDCOST | TO | M_WILD_PORTER_BUILDCOST
5601 WILD_SHELOB_BUILDTIME | TO | M_WILD_SHELOB_BUILDTIME
5602 WILD_SHELOB_BUILDCOST | TO | M_WILD_SHELOB_BUILDCOST
5603 GOBLIN_MINE_BUILDTIME | TO | M_GOBLIN_MINE_BUILDTIME
5604 GOBLIN_MINE_BUILDCOST | TO | M_GOBLIN_MINE_BUILDCOST
5605 GOBLIN_FISSURE_HEALTH | TO | M_GOBLIN_FISSURE_HEALTH
5606 GOBLIN_CAVE_BUILDTIME | TO | M_GOBLIN_CAVE_BUILDTIME
5607 GOBLIN_CAVE_BUILDCOST | TO | M_GOBLIN_CAVE_BUILDCOST
5608 MUMAKIL_NORMAL_ATTACK | TO | M_MUMAKIL_NORMAL_ATTACK
5609 MORDOR_MUMAKIL_HEALTH | TO | M_MORDOR_MUMAKIL_HEALTH
5610 MORDOR_FIGHTER_DAMAGE | TO | M_MORDOR_FIGHTER_DAMAGE
5611 MORDOR_FIGHTER_HEALTH | TO | M_MORDOR_FIGHTER_HEALTH
5612 MORDOR_LABORER_DAMAGE | TO | M_MORDOR_LABORER_DAMAGE
5613 MORDOR_LABORER_HEALTH | TO | M_MORDOR_LABORER_HEALTH
5614 ANGMAR_MILL_BUILDTIME | TO | M_ANGMAR_MILL_BUILDTIME
5615 ANGMAR_MILL_BUILDCOST | TO | M_ANGMAR_MILL_BUILDCOST
5616 ANGMAR_DIREWOLF_SWORD | TO | M_ANGMAR_DIREWOLF_SWORD
5617 ANGMAR_PEASANT_HEALTH | TO | M_ANGMAR_PEASANT_HEALTH
5618 ROHAN_ENT_MOOT_HEALTH | TO | M_ROHAN_ENT_MOOT_HEALTH
5619 ROHAN_FARM_MONEY_TIME | TO | M_ROHAN_FARM_MONEY_TIME
5620 ROHAN_ROHIRRIM_HEALTH | TO | M_ROHAN_ROHIRRIM_HEALTH
5621 WALL_TOWER_BOW_DAMAGE | TO | M_WALL_TOWER_BOW_DAMAGE
5622 LONE_TOWER_BUILD_TIME | TO | M_LONE_TOWER_BUILD_TIME
5623 GONDOR_WELL_MAXHEALTH | TO | M_GONDOR_WELL_MAXHEALTH
5624 GONDOR_WELL_BUILDTIME | TO | M_GONDOR_WELL_BUILDTIME
5625 GONDOR_WELL_BUILDCOST | TO | M_GONDOR_WELL_BUILDCOST
5626 GONDOR_KEEP_BUILDTIME | TO | M_GONDOR_KEEP_BUILDTIME
5627 GONDOR_KEEP_BUILDCOST | TO | M_GONDOR_KEEP_BUILDCOST
5628 GONDOR_STABLES_HEALTH | TO | M_GONDOR_STABLES_HEALTH
5629 GONDOR_FARM_BUILDTIME | TO | M_GONDOR_FARM_BUILDTIME
5630 GONDOR_FARM_BUILDCOST | TO | M_GONDOR_FARM_BUILDCOST
5631 GONDOR_SOLDIER_HEALTH | TO | M_GONDOR_SOLDIER_HEALTH
5632 GONDOR_PEASANT_HEALTH | TO | M_GONDOR_PEASANT_HEALTH
5633 ELVEN_ENT_MOOT_HEALTH | TO | M_ELVEN_ENT_MOOT_HEALTH
5634 ELVEN_EAGLE_BUILDTIME | TO | M_ELVEN_EAGLE_BUILDTIME
5635 ELVEN_EAGLE_BUILDCOST | TO | M_ELVEN_EAGLE_BUILDCOST
5636 ELVEN_FORTRESS_HEALTH | TO | M_ELVEN_FORTRESS_HEALTH
5637 ELVEN_BARRACKS_HEALTH | TO | M_ELVEN_BARRACKS_HEALTH
5638 ELVEN_FORGE_BUILDTIME | TO | M_ELVEN_FORGE_BUILDTIME
5639 ELVEN_FORGE_BUILDCOST | TO | M_ELVEN_FORGE_BUILDCOST
5640 GOOD_SHIP_REGEN_DELAY | TO | M_GOOD_SHIP_REGEN_DELAY
5641 DWARVEN_WALL_HUB_COST | TO | M_DWARVEN_WALL_HUB_COST
5642 DWARVEN_ZERKER_HEALTH | TO | M_DWARVEN_ZERKER_HEALTH
5643 DWARVEN_BANNER_HEALTH | TO | M_DWARVEN_BANNER_HEALTH
5644 DWARVEN_PORTER_HEALTH | TO | M_DWARVEN_PORTER_HEALTH
5645 DEFAULT_POISON_DAMAGE | TO | M_DEFAULT_POISON_DAMAGE
5646 VISION_STANDARD_SHORT | TO | M_VISION_STANDARD_SHORT
5647 VISION_STANDARD_HORSE | TO | M_VISION_STANDARD_HORSE
5648 VISION_STANDARD_MELEE | TO | M_VISION_STANDARD_MELEE
5649 SHROUD_CLEAR_STANDARD | TO | M_SHROUD_CLEAR_STANDARD
5650 OUTPOST_MONEY_AMOUNT | TO | M_OUTPOST_MONEY_AMOUNT
5651 CAH_LEAP_LEVEL2_COST | TO | M_CAH_LEAP_LEVEL2_COST
5652 CAH_LEAP_LEVEL1_COST | TO | M_CAH_LEAP_LEVEL1_COST
5653 CAH_WORDOFPOWER_COST | TO | M_CAH_WORDOFPOWER_COST
5654 CAH_BLADEMASTER_COST | TO | M_CAH_BLADEMASTER_COST
5655 MEN_STATUE_FIRE_FUEL | TO | M_MEN_STATUE_FIRE_FUEL
5656 MEN_STABLE_FIRE_FUEL | TO | M_MEN_STABLE_FIRE_FUEL
5657 MEN_FORGE_FIRE_DECAY | TO | M_MEN_FORGE_FIRE_DECAY
5658 FACTORY_THREAT_LEVEL | TO | M_FACTORY_THREAT_LEVEL
5659 THEODEN_THREAT_LEVEL | TO | M_THEODEN_THREAT_LEVEL
5660 GAMLING_THREAT_LEVEL | TO | M_GAMLING_THREAT_LEVEL
5661 ARAGORN_THREAT_LEVEL | TO | M_ARAGORN_THREAT_LEVEL
5662 BOROMIR_THREAT_LEVEL | TO | M_BOROMIR_THREAT_LEVEL
5663 FARAMIR_THREAT_LEVEL | TO | M_FARAMIR_THREAT_LEVEL
5664 GANDALF_THREAT_LEVEL | TO | M_GANDALF_THREAT_LEVEL
5665 GWAIHIR_THREAT_LEVEL | TO | M_GWAIHIR_THREAT_LEVEL
5666 ISILDUR_THREAT_LEVEL | TO | M_ISILDUR_THREAT_LEVEL
5667 LEGOLAS_THREAT_LEVEL | TO | M_LEGOLAS_THREAT_LEVEL
5668 HWALDAR_THREAT_LEVEL | TO | M_HWALDAR_THREAT_LEVEL
5669 WATCHER_THREAT_LEVEL | TO | M_WATCHER_THREAT_LEVEL
5670 MUMAKIL_THREAT_LEVEL | TO | M_MUMAKIL_THREAT_LEVEL
5671 SARUMAN_THREAT_LEVEL | TO | M_SARUMAN_THREAT_LEVEL
5672 GOTHMOG_THREAT_LEVEL | TO | M_GOTHMOG_THREAT_LEVEL
5673 DROGOTH_THREAT_LEVEL | TO | M_DROGOTH_THREAT_LEVEL
5674 MUMAKIL_CRUSH_DAMAGE | TO | M_MUMAKIL_CRUSH_DAMAGE
5675 OATHBREAKER_LIFETIME | TO | M_OATHBREAKER_LIFETIME
5676 BALROG_BREATH_RADIUS | TO | M_BALROG_BREATH_RADIUS
5677 BALROG_BREATH_DAMAGE | TO | M_BALROG_BREATH_DAMAGE
5678 CREATE_A_HERO_DAMAGE | TO | M_CREATE_A_HERO_DAMAGE
5679 CREATE_A_HERO_HEALTH | TO | M_CREATE_A_HERO_HEALTH
5680 AZOG_LVL9_EXP_NEEDED | TO | M_AZOG_LVL9_EXP_NEEDED
5681 AZOG_LVL8_EXP_NEEDED | TO | M_AZOG_LVL8_EXP_NEEDED
5682 AZOG_LVL7_EXP_NEEDED | TO | M_AZOG_LVL7_EXP_NEEDED
5683 AZOG_LVL6_EXP_NEEDED | TO | M_AZOG_LVL6_EXP_NEEDED
5684 AZOG_LVL5_EXP_NEEDED | TO | M_AZOG_LVL5_EXP_NEEDED
5685 AZOG_LVL4_EXP_NEEDED | TO | M_AZOG_LVL4_EXP_NEEDED
5686 AZOG_LVL3_EXP_NEEDED | TO | M_AZOG_LVL3_EXP_NEEDED
5687 AZOG_LVL2_EXP_NEEDED | TO | M_AZOG_LVL2_EXP_NEEDED
5688 AZOG_LVL10_EXP_AWARD | TO | M_AZOG_LVL10_EXP_AWARD
5689 KARSH_DISSENT_RADIUS | TO | M_KARSH_DISSENT_RADIUS
5690 KARSH_LVL9_EXP_AWARD | TO | M_KARSH_LVL9_EXP_AWARD
5691 KARSH_LVL8_EXP_AWARD | TO | M_KARSH_LVL8_EXP_AWARD
5692 KARSH_LVL7_EXP_AWARD | TO | M_KARSH_LVL7_EXP_AWARD
5693 KARSH_LVL6_EXP_AWARD | TO | M_KARSH_LVL6_EXP_AWARD
5694 KARSH_LVL5_EXP_AWARD | TO | M_KARSH_LVL5_EXP_AWARD
5695 KARSH_LVL4_EXP_AWARD | TO | M_KARSH_LVL4_EXP_AWARD
5696 KARSH_LVL3_EXP_AWARD | TO | M_KARSH_LVL3_EXP_AWARD
5697 KARSH_LVL2_EXP_AWARD | TO | M_KARSH_LVL2_EXP_AWARD
5698 KARSH_LVL1_EXP_AWARD | TO | M_KARSH_LVL1_EXP_AWARD
5699 KARSH_FIRINGDURATION | TO | M_KARSH_FIRINGDURATION
5700 KARSH_PREATTACKDELAY | TO | M_KARSH_PREATTACKDELAY
5701 NAZGUL_HEALTHDAMAGED | TO | M_NAZGUL_HEALTHDAMAGED
5702 WORMTONGUE_BUILDTIME | TO | M_WORMTONGUE_BUILDTIME
5703 WORMTONGUE_BUILDCOST | TO | M_WORMTONGUE_BUILDCOST
5704 LURTZ_BOW_STUN_RANGE | TO | M_LURTZ_BOW_STUN_RANGE
5705 LURTZ_CARNAGE_DAMAGE | TO | M_LURTZ_CARNAGE_DAMAGE
5706 LURTZ_FIRINGDURATION | TO | M_LURTZ_FIRINGDURATION
5707 LURTZ_PREATTACKDELAY | TO | M_LURTZ_PREATTACKDELAY
5708 LURTZ_LVL9_EXP_AWARD | TO | M_LURTZ_LVL9_EXP_AWARD
5709 LURTZ_LVL8_EXP_AWARD | TO | M_LURTZ_LVL8_EXP_AWARD
5710 LURTZ_LVL7_EXP_AWARD | TO | M_LURTZ_LVL7_EXP_AWARD
5711 LURTZ_LVL6_EXP_AWARD | TO | M_LURTZ_LVL6_EXP_AWARD
5712 LURTZ_LVL5_EXP_AWARD | TO | M_LURTZ_LVL5_EXP_AWARD
5713 LURTZ_LVL4_EXP_AWARD | TO | M_LURTZ_LVL4_EXP_AWARD
